1995.639	1995.677	1818.5	3.0	-47.84	0.10
1995.677	1995.715	1828.7	3.0	-47.79	0.10
1995.715	1995.754	1839.3	3.0	-48.16	0.10
1995.754	1995.786	1837.4	3.0	-48.10	0.10
1995.795	1995.830	1838.2	3.0	-48.04	0.10
1995.830	1995.869	1844.0	3.0	-48.12	0.10
1995.869	1995.907	1841.6	3.0	-48.15	0.10
1995.984	1996.025	1863.0	3.0	-47.80	0.10
1996.175	1996.192	1862.0	3.0	-47.81	0.10
1996.252	1996.290	1847.0	3.0	-47.73	0.10
1996.290	1996.329	1842.0	3.0	-47.62	0.10
1996.329	1996.372	1838.7	3.0	-47.65	0.10
1996.367	1996.405	1829.4	3.0	-47.73	0.10
1996.405	1996.444	1833.1	3.0	-47.70	0.10
1996.444	1996.482	1824.2	3.0	-47.48	0.10
1996.482	1996.520	1817.9	3.0	-47.57	0.10
1996.520	1996.559	1819.7	3.0	-47.67	0.10
1996.559	1996.589	1811.7	3.0	-47.41	0.10
1996.597	1996.635	1808.3	3.0	-47.72	0.10
1996.635	1996.674	1821.0	3.0	-47.74	0.10
1996.674	1996.712	1830.9	3.0	-47.83	0.10
1996.712	1996.750	1835.2	3.0	-47.94	0.10
1996.750	1996.789	1846.2	3.0	-47.94	0.10
1996.789	1996.827	1848.9	3.0	-48.03	0.10
1996.865	1996.903	1865.8	3.0	-47.98	0.10
1996.999	1997.038	1850.8	3.0	-47.68	0.10
1997.038	1997.087	1889.1	3.0	-47.91	0.10
1997.087	1997.114	1866.7	3.0	-47.83	0.10
1997.114	1997.153	1877.3	3.0	-47.81	0.10
1997.210	1997.248	1839.3	3.0	-47.65	0.10
1997.325	1997.363	1852.0	3.0	-47.44	0.11
1997.361	1997.402	1830.0	3.0	-47.69	0.10
1997.402	1997.440	1825.6	3.0	-47.42	0.10
1997.498	1997.536	1805.5	3.0	-47.54	0.10
1997.536	1997.574	1808.7	3.0	-47.53	0.10
1997.574	1997.613	1808.1	3.0	-47.55	0.13
1997.613	1997.651	1815.0	2.0	-47.72	0.13
1998.292	1998.330	1851.1	1.9	-47.50	0.10
1998.333	1998.368	1856.5	3.8	-47.55	0.10
1998.368	1998.407	1863.0	2.3	-47.60	0.10
1998.407	1998.445	1836.4	2.0	-47.52	0.10
1998.464	1998.502	1821.2	2.3	-47.61	0.07
1998.502	1998.543	1823.2	3.0	-47.71	0.10
1998.579	1998.617	1827.2	3.1	-47.90	0.07
1998.617	1998.658	1831.0	2.8	-47.71	0.10
1998.667	1998.694	1839.2	3.3	-47.74	0.10
1998.694	1998.732	1838.4	1.8	-47.92	0.11
1998.732	1998.771	1850.2	3.3	-47.78	0.10
1998.771	1998.809	1870.4	2.8	-47.80	0.06
1998.809	1998.847	1864.4	3.2	-47.77	0.06
1998.847	1998.888	1859.2	2.5	-47.95	0.06
1998.924	1998.962	1896.5	2.0	-47.89	0.06
1999.077	1999.118	1876.8	2.4	-47.65	0.05
1999.154	1999.192	1880.5	1.5	-47.73	0.09
1999.192	1999.231	1865.0	2.7	-47.51	0.06
1999.280	1999.307	1867.2	2.5	-47.56	0.06
1999.348	1999.384	1851.5	4.9	-47.52	0.08
1999.463	1999.499	1834.8	2.8	-47.43	0.18
1999.710	1999.748	1836.6	3.9	-47.74	0.19
1999.748	1999.786	1846.7	2.1	-47.84	0.04
1999.786	1999.822	1847.8	2.2	-47.95	0.13
2000.036	2000.077	1877.8	2.6	-47.52	0.13
2000.151	2000.181	1880.0	2.5	-47.51	0.18
2000.345	2000.381	1856.4	2.0	-47.47	0.09
2000.419	2000.457	1842.1	2.2	-47.42	0.11
2000.496	2000.537	1828.2	1.8	-47.68	0.19
2000.545	2000.575	1825.3	2.0	-47.48	0.13
2000.613	2000.649	1829.6	2.7	-47.71	0.19
2000.649	2000.687	1836.5	2.1	-47.81	0.18
2000.726	2000.764	1844.1	2.5	-48.10	0.19
2000.805	2000.841	1851.1	2.0	-47.95	0.18
2000.994	2001.032	1858.7	2.1	-47.74	0.13
2001.070	2001.112	1867.6	2.2	-47.78	0.09
2001.224	2001.254	1862.8	2.7	-47.65	0.02
2001.265	2001.300	1865.8	1.6	-47.76	0.08
2001.300	2001.331	1865.9	2.1	-47.49	0.13
2001.342	2001.369	1861.4	2.6	-47.62	0.04
2001.377	2001.415	1850.6	1.8	-47.47	0.18
2001.454	2001.495	1838.5	2.0	-47.26	0.13
2001.495	2001.530	1845.8	2.6	-47.50	0.06
2001.700	2001.733	1839.7	2.4	-47.83	0.08
2001.818	2001.862	1856.6	1.9	-47.87	0.11
2001.895	2001.925	1868.9	2.0	-47.77	0.18
2001.933	2001.974	1870.3	2.4	-47.81	0.06
2002.012	2002.051	1878.3	2.2	-47.74	0.11
2002.220	2002.242	1863.5	1.1	-47.53	0.03
2002.393	2002.434	1839.9	1.8	-47.44	0.03
2002.565	2002.604	1831.6	1.2	-47.59	0.04
2002.795	2002.834	1855.8	1.9	-47.70	0.03
2002.834	2002.872	1860.5	1.3	-47.95	0.02
2002.949	2002.987	1889.0	1.3	-47.61	0.03
2003.116	2003.159	1894.0	1.3	-47.49	0.03
2003.255	2003.296	1872.4	2.7	-47.49	0.03
2003.332	2003.370	1862.3	2.5	-47.53	0.02
2003.411	2003.450	1853.3	1.3	-47.53	0.03
2003.524	2003.562	1837.5	1.2	-47.63	0.03
2003.600	2003.644	1843.0	1.3	-47.78	0.02
2003.677	2003.715	1849.5	2.7	-47.79	0.03
2003.830	2003.869	1867.5	2.2	-47.92	0.03
2003.869	2003.907	1870.6	1.4	-47.98	0.02
2003.907	2003.948	1875.6	2.7	-47.78	0.03
--------------------------------------------------------------------------					
