C01 TITLE: ethane event sampling data 
C02 FILE NAME: mlo519n00.noaa.as.fl.ethane.nl.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 953
C05 HEADER LINES: 40
C06 DATA VERSION: 201512
C07 STATION NAME: Mauna Loa 
C08 STATION CATEGORY: Global
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
2008-05-14 20:28 9999-99-99 99:99          561.915 -9999 -99999.   ...  0   6023-66
2008-05-14 20:28 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   6024-66
2008-05-22 20:17 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   3007-99
2008-05-22 20:17 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   3008-99
2008-05-29 20:23 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A.C  0   4603-99
2008-05-29 20:23 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A.C  0   4604-99
2008-06-05 20:27 9999-99-99 99:99          434.447 -9999 -99999.   ..C  0   3927-99
2008-06-05 20:27 9999-99-99 99:99          415.318 -9999 -99999.   ..C  0   3928-99
2008-06-10 20:18 9999-99-99 99:99          782.562 -9999 -99999.   ..C  0   4909-99
2008-06-10 20:18 9999-99-99 99:99          773.308 -9999 -99999.   ..C  0   4910-99
2008-06-19 20:08 9999-99-99 99:99          534.402 -9999 -99999.   ..C  0   4987-99
2008-06-19 20:08 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   4988-99
2008-06-26 19:57 9999-99-99 99:99          403.735 -9999 -99999.   ..C  0   4695-99
2008-06-26 19:57 9999-99-99 99:99          324.081 -9999 -99999.   ..C  0   4696-99
2008-07-03 20:20 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A.C  0   4379-99
2008-07-03 20:20 9999-99-99 99:99          307.991 -9999 -99999.   ..C  0   4380-99
2008-07-10 20:11 9999-99-99 99:99          324.011 -9999 -99999.   ..C  0    553-99
2008-07-10 20:11 9999-99-99 99:99          314.550 -9999 -99999.   ..C  0    554-99
2008-07-17 20:51 9999-99-99 99:99          399.284 -9999 -99999.   ..C  0   1139-99
2008-07-17 20:51 9999-99-99 99:99          394.990 -9999 -99999.   ..C  0   1140-99
2008-07-24 20:07 9999-99-99 99:99          374.590 -9999 -99999.   ..C  0    425-99
2008-07-24 20:07 9999-99-99 99:99          326.453 -9999 -99999.   ..C  0    426-99
