2012-01-30 11:00 2012-01-30 11:40            3.867 -9999 -99999. -9999  0 -99999999
2012-01-30 13:00 2012-01-30 13:40            3.631 -9999 -99999. -9999  0 -99999999
2012-01-30 15:00 2012-01-30 15:40            3.833 -9999 -99999. -9999  0 -99999999
2012-01-30 17:00 2012-01-30 17:40            3.706 -9999 -99999. -9999  0 -99999999
2012-01-30 19:00 2012-01-30 19:40            3.733 -9999 -99999. -9999  0 -99999999
2012-01-30 21:00 2012-01-30 21:40            3.609 -9999 -99999. -9999  0 -99999999
2012-01-30 23:00 2012-01-30 23:40            3.529 -9999 -99999. -9999  0 -99999999
2012-01-31 01:00 2012-01-31 01:40            3.702 -9999 -99999. -9999  0 -99999999
2012-01-31 03:00 2012-01-31 03:40            3.765 -9999 -99999. -9999  0 -99999999
2012-01-31 05:00 2012-01-31 05:40            3.676 -9999 -99999. -9999  0 -99999999
2012-01-31 07:00 2012-01-31 07:40            3.434 -9999 -99999. -9999  0 -99999999
2012-01-31 17:10 2012-01-31 17:50            3.626 -9999 -99999. -9999  0 -99999999
2012-01-31 19:10 2012-01-31 19:50            3.718 -9999 -99999. -9999  0 -99999999
2012-01-31 21:10 2012-01-31 21:50            3.737 -9999 -99999. -9999  0 -99999999
2012-01-31 23:10 2012-01-31 23:50            3.580 -9999 -99999. -9999  0 -99999999
2012-02-01 01:10 2012-02-01 01:50            3.585 -9999 -99999. -9999  0 -99999999
2012-02-01 03:10 2012-02-01 03:50            3.712 -9999 -99999. -9999  0 -99999999
2012-02-01 05:10 2012-02-01 05:50            3.852 -9999 -99999. -9999  0 -99999999
2012-02-01 07:10 2012-02-01 07:50            4.256 -9999 -99999. -9999  0 -99999999
2012-02-01 09:10 2012-02-01 09:50            4.318 -9999 -99999. -9999  0 -99999999
2012-02-01 11:10 2012-02-01 11:50            4.495 -9999 -99999. -9999  0 -99999999
2012-02-01 13:10 2012-02-01 13:50            4.451 -9999 -99999. -9999  0 -99999999
2012-02-01 15:10 2012-02-01 15:50            4.289 -9999 -99999. -9999  0 -99999999
2012-02-01 17:10 2012-02-01 17:50            4.418 -9999 -99999. -9999  0 -99999999
2012-02-01 19:10 2012-02-01 19:50            4.625 -9999 -99999. -9999  0 -99999999
2012-02-01 21:10 2012-02-01 21:50            4.557 -9999 -99999. -9999  0 -99999999
2012-02-01 23:10 2012-02-01 23:50            4.730 -9999 -99999. -9999  0 -99999999
2012-02-02 01:10 2012-02-02 01:50            4.746 -9999 -99999. -9999  0 -99999999
2012-02-02 03:10 2012-02-02 03:50            4.347 -9999 -99999. -9999  0 -99999999
2012-02-02 05:10 2012-02-02 05:50            4.118 -9999 -99999. -9999  0 -99999999
2012-02-02 07:10 2012-02-02 07:50            3.737 -9999 -99999. -9999  0 -99999999
2012-02-02 09:10 2012-02-02 09:50            3.499 -9999 -99999. -9999  0 -99999999
2012-02-02 11:10 2012-02-02 11:50            3.764 -9999 -99999. -9999  0 -99999999
2012-02-02 13:10 2012-02-02 13:50            3.858 -9999 -99999. -9999  0 -99999999
2012-02-02 15:10 2012-02-02 15:50            3.988 -9999 -99999. -9999  0 -99999999
2012-02-02 17:10 2012-02-02 17:50            4.043 -9999 -99999. -9999  0 -99999999
2012-02-02 19:10 2012-02-02 19:50            4.088 -9999 -99999. -9999  0 -99999999
2012-02-02 21:10 2012-02-02 21:50            3.742 -9999 -99999. -9999  0 -99999999
2012-02-02 23:10 2012-02-02 23:50            3.278 -9999 -99999. -9999  0 -99999999
2012-02-03 01:10 2012-02-03 01:50            3.266 -9999 -99999. -9999  0 -99999999
2012-02-03 03:10 2012-02-03 03:50            3.141 -9999 -99999. -9999  0 -99999999
2012-02-03 05:10 2012-02-03 05:50            3.248 -9999 -99999. -9999  0 -99999999
2012-02-03 07:10 2012-02-03 07:50            3.190 -9999 -99999. -9999  0 -99999999
2012-02-03 09:10 2012-02-03 09:50            3.212 -9999 -99999. -9999  0 -99999999
2012-02-03 11:10 2012-02-03 11:50            3.174 -9999 -99999. -9999  0 -99999999
2012-02-03 13:10 2012-02-03 13:50            3.216 -9999 -99999. -9999  0 -99999999
2012-02-03 15:10 2012-02-03 15:50            3.284 -9999 -99999. -9999  0 -99999999
2012-02-03 17:10 2012-02-03 17:50            3.152 -9999 -99999. -9999  0 -99999999
2012-02-03 19:10 2012-02-03 19:50            3.036 -9999 -99999. -9999  0 -99999999
2012-02-03 21:10 2012-02-03 21:50            2.942 -9999 -99999. -9999  0 -99999999
2012-02-03 23:10 2012-02-03 23:50            2.934 -9999 -99999. -9999  0 -99999999
2012-02-04 01:10 2012-02-04 01:50            3.018 -9999 -99999. -9999  0 -99999999
2012-02-04 03:10 2012-02-04 03:50            2.971 -9999 -99999. -9999  0 -99999999
2012-02-04 05:10 2012-02-04 05:50            3.030 -9999 -99999. -9999  0 -99999999
2012-02-04 07:10 2012-02-04 07:50            3.031 -9999 -99999. -9999  0 -99999999
2012-02-04 09:10 2012-02-04 09:50            3.055 -9999 -99999. -9999  0 -99999999
2012-02-04 11:10 2012-02-04 11:50            3.307 -9999 -99999. -9999  0 -99999999
2012-02-04 13:10 2012-02-04 13:50            3.402 -9999 -99999. -9999  0 -99999999
2012-02-04 15:10 2012-02-04 15:50            3.148 -9999 -99999. -9999  0 -99999999
2012-02-04 17:10 2012-02-04 17:50            2.995 -9999 -99999. -9999  0 -99999999
2012-02-04 19:10 2012-02-04 19:50            2.813 -9999 -99999. -9999  0 -99999999
2012-02-04 21:10 2012-02-04 21:50            2.824 -9999 -99999. -9999  0 -99999999
2012-02-04 23:10 2012-02-04 23:50            2.844 -9999 -99999. -9999  0 -99999999
2012-02-05 01:10 2012-02-05 01:50            2.892 -9999 -99999. -9999  0 -99999999
2012-02-05 03:10 2012-02-05 03:50            2.930 -9999 -99999. -9999  0 -99999999
2012-02-05 05:10 2012-02-05 05:50            2.975 -9999 -99999. -9999  0 -99999999
2012-02-05 07:10 2012-02-05 07:50            2.920 -9999 -99999. -9999  0 -99999999
2012-02-05 09:10 2012-02-05 09:50            3.064 -9999 -99999. -9999  0 -99999999
2012-02-05 11:10 2012-02-05 11:50            3.165 -9999 -99999. -9999  0 -99999999
2012-02-05 13:10 2012-02-05 13:50            3.066 -9999 -99999. -9999  0 -99999999
2012-02-05 15:10 2012-02-05 15:50            3.087 -9999 -99999. -9999  0 -99999999
2012-02-05 17:10 2012-02-05 17:50            3.072 -9999 -99999. -9999  0 -99999999
2012-02-05 19:10 2012-02-05 19:50            3.045 -9999 -99999. -9999  0 -99999999
2012-02-05 21:10 2012-02-05 21:50            3.036 -9999 -99999. -9999  0 -99999999
2012-02-05 23:10 2012-02-05 23:50            2.929 -9999 -99999. -9999  0 -99999999
2012-02-06 01:10 2012-02-06 01:50            2.938 -9999 -99999. -9999  0 -99999999
2012-02-06 03:10 2012-02-06 03:50            3.041 -9999 -99999. -9999  0 -99999999
2012-02-06 05:10 2012-02-06 05:50            3.091 -9999 -99999. -9999  0 -99999999
2012-02-06 07:10 2012-02-06 07:50            3.112 -9999 -99999. -9999  0 -99999999
2012-02-06 09:10 2012-02-06 09:50            3.064 -9999 -99999. -9999  0 -99999999
2012-02-06 11:10 2012-02-06 11:50            3.308 -9999 -99999. -9999  0 -99999999
2012-02-06 13:10 2012-02-06 13:50            3.191 -9999 -99999. -9999  0 -99999999
2012-02-06 15:10 2012-02-06 15:50            3.236 -9999 -99999. -9999  0 -99999999
2012-02-06 17:10 2012-02-06 17:50            3.255 -9999 -99999. -9999  0 -99999999
2012-02-06 19:10 2012-02-06 19:50            3.005 -9999 -99999. -9999  0 -99999999
2012-02-06 21:10 2012-02-06 21:50            3.236 -9999 -99999. -9999  0 -99999999
2012-02-06 23:10 2012-02-06 23:50            3.782 -9999 -99999. -9999  0 -99999999
2012-02-07 01:10 2012-02-07 01:50            3.467 -9999 -99999. -9999  0 -99999999
2012-02-07 03:10 2012-02-07 03:50            3.706 -9999 -99999. -9999  0 -99999999
2012-02-07 05:10 2012-02-07 05:50            3.885 -9999 -99999. -9999  0 -99999999
2012-02-07 07:10 2012-02-07 07:50            3.752 -9999 -99999. -9999  0 -99999999
2012-02-07 09:10 2012-02-07 09:50            4.057 -9999 -99999. -9999  0 -99999999
2012-02-07 11:10 2012-02-07 11:50            3.662 -9999 -99999. -9999  0 -99999999
2012-02-07 13:10 2012-02-07 13:50            3.667 -9999 -99999. -9999  0 -99999999
2012-02-07 15:10 2012-02-07 15:50            3.819 -9999 -99999. -9999  0 -99999999
2012-02-07 17:10 2012-02-07 17:50            3.869 -9999 -99999. -9999  0 -99999999
2012-02-07 19:10 2012-02-07 19:50            3.990 -9999 -99999. -9999  0 -99999999
2012-02-07 21:10 2012-02-07 21:50            3.857 -9999 -99999. -9999  0 -99999999
2012-02-07 23:10 2012-02-07 23:50            3.856 -9999 -99999. -9999  0 -99999999
2012-02-08 01:10 2012-02-08 01:50            3.882 -9999 -99999. -9999  0 -99999999
2012-02-08 03:10 2012-02-08 03:50            3.868 -9999 -99999. -9999  0 -99999999
2012-02-08 05:10 2012-02-08 05:50            3.720 -9999 -99999. -9999  0 -99999999
2012-02-08 07:10 2012-02-08 07:50            4.076 -9999 -99999. -9999  0 -99999999
2012-02-08 09:10 2012-02-08 09:50            3.948 -9999 -99999. -9999  0 -99999999
2012-02-08 11:10 2012-02-08 11:50            3.891 -9999 -99999. -9999  0 -99999999
2012-02-08 13:10 2012-02-08 13:50            4.763 -9999 -99999. -9999  0 -99999999
2012-02-08 15:10 2012-02-08 15:50            4.858 -9999 -99999. -9999  0 -99999999
2012-02-08 17:10 2012-02-08 17:50            5.028 -9999 -99999. -9999  0 -99999999
2012-02-08 19:10 2012-02-08 19:50            4.835 -9999 -99999. -9999  0 -99999999
2012-02-08 21:10 2012-02-08 21:50            5.045 -9999 -99999. -9999  0 -99999999
2012-02-08 23:10 2012-02-08 23:50            4.842 -9999 -99999. -9999  0 -99999999
2012-02-09 01:10 2012-02-09 01:50            5.400 -9999 -99999. -9999  0 -99999999
2012-02-09 03:10 2012-02-09 03:50            5.140 -9999 -99999. -9999  0 -99999999
2012-02-09 05:10 2012-02-09 05:50            4.979 -9999 -99999. -9999  0 -99999999
2012-02-09 07:10 2012-02-09 07:50            5.061 -9999 -99999. -9999  0 -99999999
2012-02-09 09:10 2012-02-09 09:50            5.046 -9999 -99999. -9999  0 -99999999
2012-02-09 11:10 2012-02-09 11:50            5.217 -9999 -99999. -9999  0 -99999999
2012-02-09 13:10 2012-02-09 13:50            5.276 -9999 -99999. -9999  0 -99999999
2012-02-09 15:10 2012-02-09 15:50            3.126 -9999 -99999. -9999  0 -99999999
2012-02-09 17:10 2012-02-09 17:50            3.810 -9999 -99999. -9999  0 -99999999
2012-02-09 19:10 2012-02-09 19:50            5.428 -9999 -99999. -9999  0 -99999999
2012-02-09 21:10 2012-02-09 21:50            5.188 -9999 -99999. -9999  0 -99999999
2012-02-09 23:10 2012-02-09 23:50            3.882 -9999 -99999. -9999  0 -99999999
2012-02-10 01:10 2012-02-10 01:50            3.987 -9999 -99999. -9999  0 -99999999
2012-02-10 03:10 2012-02-10 03:50            3.986 -9999 -99999. -9999  0 -99999999
2012-02-10 05:10 2012-02-10 05:50            3.970 -9999 -99999. -9999  0 -99999999
2012-02-10 07:10 2012-02-10 07:50            4.056 -9999 -99999. -9999  0 -99999999
2012-02-10 09:10 2012-02-10 09:50            3.864 -9999 -99999. -9999  0 -99999999
2012-02-10 11:10 2012-02-10 11:50            3.724 -9999 -99999. -9999  0 -99999999
2012-02-10 13:10 2012-02-10 13:50            3.797 -9999 -99999. -9999  0 -99999999
2012-02-10 15:10 2012-02-10 15:50            4.001 -9999 -99999. -9999  0 -99999999
2012-02-10 17:10 2012-02-10 17:50            4.281 -9999 -99999. -9999  0 -99999999
2012-02-10 19:10 2012-02-10 19:50            4.570 -9999 -99999. -9999  0 -99999999
2012-02-10 21:10 2012-02-10 21:50            4.718 -9999 -99999. -9999  0 -99999999
2012-02-10 23:10 2012-02-10 23:50            4.882 -9999 -99999. -9999  0 -99999999
2012-02-11 01:10 2012-02-11 01:50            4.796 -9999 -99999. -9999  0 -99999999
2012-02-11 03:10 2012-02-11 03:50            4.608 -9999 -99999. -9999  0 -99999999
2012-02-11 05:10 2012-02-11 05:50            4.413 -9999 -99999. -9999  0 -99999999
2012-02-11 07:10 2012-02-11 07:50            4.555 -9999 -99999. -9999  0 -99999999
2012-02-11 09:10 2012-02-11 09:50            4.519 -9999 -99999. -9999  0 -99999999
2012-02-11 11:10 2012-02-11 11:50            4.381 -9999 -99999. -9999  0 -99999999
2012-02-11 13:10 2012-02-11 13:50            4.311 -9999 -99999. -9999  0 -99999999
2012-02-11 15:10 2012-02-11 15:50            3.769 -9999 -99999. -9999  0 -99999999
2012-02-11 17:10 2012-02-11 17:50            3.324 -9999 -99999. -9999  0 -99999999
2012-02-11 19:10 2012-02-11 19:50            3.675 -9999 -99999. -9999  0 -99999999
2012-02-11 21:10 2012-02-11 21:50            3.849 -9999 -99999. -9999  0 -99999999
2012-02-11 23:10 2012-02-11 23:50            3.992 -9999 -99999. -9999  0 -99999999
