2007-08-24 03:14 9999-99-99 99:99          336.155 -9999 -99999.   ..C  0   2786-99
2007-09-03 03:11 9999-99-99 99:99          307.024 -9999 -99999.   ..C  0   3679-99
2007-09-03 03:11 9999-99-99 99:99          329.698 -9999 -99999.   ..C  0   3680-99
2007-09-15 11:10 9999-99-99 99:99          337.055 -9999 -99999.   ..C  0   4587-99
2007-09-15 11:10 9999-99-99 99:99          313.587 -9999 -99999.   ..C  0   4588-99
2007-09-24 03:18 9999-99-99 99:99          328.428 -9999 -99999.   ..C  0   4047-99
2007-09-24 03:18 9999-99-99 99:99          351.398 -9999 -99999.   ..C  0   4048-99
2007-10-08 07:07 9999-99-99 99:99          352.952 -9999 -99999.   ..C  0   1201-99
2007-10-08 07:07 9999-99-99 99:99          377.664 -9999 -99999.   ..C  0   1202-99
2007-10-15 03:10 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A.C  0   2307-99
2007-10-15 03:10 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A.C  0   2308-99
2007-10-24 04:10 9999-99-99 99:99          410.009 -9999 -99999.   ..C  0    907-99
2007-10-24 04:10 9999-99-99 99:99          382.232 -9999 -99999.   ..C  0    908-99
2007-11-01 04:44 9999-99-99 99:99         1316.797 -9999 -99999.   P.C  0    619-99
2007-11-01 04:44 9999-99-99 99:99          313.436 -9999 -99999.   P.C  0    620-99
2007-11-09 23:08 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   2387-99
2007-11-09 23:08 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   2387-99
2007-11-09 23:08 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   2388-99
2007-11-09 23:08 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   2388-99
2007-11-17 22:15 9999-99-99 99:99          300.635 -9999 -99999.   ..C  0   2427-99
2007-11-17 22:15 9999-99-99 99:99          279.935 -9999 -99999.   ..C  0   2428-99
2007-11-26 23:16 9999-99-99 99:99          214.411 -9999 -99999.   ..C  0    989-99
2007-11-26 23:16 9999-99-99 99:99          216.882 -9999 -99999.   ..C  0    990-99
2007-12-02 23:18 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   2929-99
2007-12-02 23:18 9999-99-99 99:99          166.793 -9999 -99999.   ...  0   2930-99
2007-12-08 00:20 9999-99-99 99:99          211.362 -9999 -99999.   ..C  0   3393-99
2007-12-08 00:20 9999-99-99 99:99          215.852 -9999 -99999.   ..C  0   3394-99
2007-12-25 01:18 9999-99-99 99:99          177.436 -9999 -99999.   ..C  0   3857-99
2007-12-25 01:18 9999-99-99 99:99          224.138 -9999 -99999.   ..C  0   3858-99
2008-01-09 01:00 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   3811-99
2008-01-09 01:00 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0    408-99
2008-01-15 01:10 9999-99-99 99:99           86.707 -9999 -99999.   P..  0   2409-99
2008-01-15 01:10 9999-99-99 99:99          139.415 -9999 -99999.   P..  0   2410-99
2008-02-01 02:15 9999-99-99 99:99          210.189 -9999 -99999.   P.C  0   3293-99
2008-02-01 02:15 9999-99-99 99:99          143.466 -9999 -99999.   P.C  0   3294-99
2008-02-08 22:11 9999-99-99 99:99          211.278 -9999 -99999.   P.C  0   2193-99
