2006-02-09 06:00 9999-99-99 99:99          423.426 -9999 -99999.   ...  0   1525-99
2006-02-09 06:00 9999-99-99 99:99          456.370 -9999 -99999.   ...  0   1526-99
2006-02-15 04:51 9999-99-99 99:99          381.006 -9999 -99999.   P..  0   2489-99
2006-02-15 04:51 9999-99-99 99:99          518.735 -9999 -99999.   P..  0   2490-99
2006-02-23 05:50 9999-99-99 99:99          321.585 -9999 -99999.   ...  0   2979-99
2006-02-23 05:50 9999-99-99 99:99          250.732 -9999 -99999.   ...  0   2980-99
2006-03-01 07:10 9999-99-99 99:99          378.506 -9999 -99999.   ...  0   3693-99
2006-03-01 07:10 9999-99-99 99:99          322.698 -9999 -99999.   ...  0   3694-99
2006-03-06 06:21 9999-99-99 99:99          365.000 -9999 -99999.   ...  0   4029-99
2006-03-15 06:23 9999-99-99 99:99          288.719 -9999 -99999.   ...  0   1581-99
2006-03-15 06:23 9999-99-99 99:99          258.994 -9999 -99999.   ...  0   1582-99
2006-03-24 10:50 9999-99-99 99:99          263.796 -9999 -99999.   ...  0    163-99
2006-03-24 10:50 9999-99-99 99:99          242.622 -9999 -99999.   ...  0    164-99
2006-04-12 10:06 9999-99-99 99:99          738.656 -9999 -99999.   .X.  0   2679-99
2006-04-12 10:06 9999-99-99 99:99          846.359 -9999 -99999.   .X.  0   2680-99
2006-04-18 10:33 9999-99-99 99:99          239.562 -9999 -99999.   ...  0   2279-99
2006-04-18 10:33 9999-99-99 99:99          246.953 -9999 -99999.   ...  0   2280-99
2006-04-28 08:15 9999-99-99 99:99          205.828 -9999 -99999.   ...  0   1709-99
2006-04-28 08:15 9999-99-99 99:99          226.516 -9999 -99999.   ...  0   1710-99
2006-05-18 08:54 9999-99-99 99:99          329.703 -9999 -99999.   ...  0    977-99
2006-05-18 08:54 9999-99-99 99:99          344.656 -9999 -99999.   ...  0    978-99
2006-05-26 11:05 9999-99-99 99:99          245.453 -9999 -99999.   ...  0   6261-66
2006-05-26 11:05 9999-99-99 99:99          268.859 -9999 -99999.   ...  0   6262-66
2006-06-02 06:58 9999-99-99 99:99         2710.641 -9999 -99999.   .X.  0   3053-99
2006-06-02 06:58 9999-99-99 99:99          259.422 -9999 -99999.   ...  0   3053-99
2006-06-02 06:58 9999-99-99 99:99         2786.578 -9999 -99999.   .X.  0   3054-99
2006-06-02 06:58 9999-99-99 99:99          251.672 -9999 -99999.   ...  0   3054-99
2006-06-09 07:11 9999-99-99 99:99          271.406 -9999 -99999.   ...  0   3717-99
2006-06-09 07:11 9999-99-99 99:99          297.594 -9999 -99999.   ...  0   3718-99
2006-06-12 10:40 9999-99-99 99:99          248.594 -9999 -99999.   ...  0   2491-99
2006-06-12 10:40 9999-99-99 99:99          258.844 -9999 -99999.   ...  0   2492-99
2006-06-16 11:27 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0    129-99
2006-06-16 11:27 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0    130-99
2006-07-07 06:03 9999-99-99 99:99          277.328 -9999 -99999.   ...  0   3477-99
2006-07-07 06:03 9999-99-99 99:99          252.516 -9999 -99999.   ...  0   3478-99
2006-07-11 05:58 9999-99-99 99:99          403.672 -9999 -99999.   ...  0   6229-66
2006-07-11 05:58 9999-99-99 99:99          340.719 -9999 -99999.   ...  0   6230-66
2006-07-20 06:00 9999-99-99 99:99          310.203 -9999 -99999.   ...  0   2911-99
2006-07-20 06:00 9999-99-99 99:99          279.703 -9999 -99999.   ...  0   2912-99
2006-07-28 05:47 9999-99-99 99:99          323.875 -9999 -99999.   ...  0   2263-99
2006-07-28 05:47 9999-99-99 99:99          256.609 -9999 -99999.   ...  0   2264-99
2006-08-10 06:39 9999-99-99 99:99          218.969 -9999 -99999.   ...  0    373-99
2006-08-10 06:39 9999-99-99 99:99          255.156 -9999 -99999.   ...  0    374-99
2006-08-21 05:37 9999-99-99 99:99          265.283 -9999 -99999.   ...  0    813-99
2006-08-21 05:37 9999-99-99 99:99          290.164 -9999 -99999.   ...  0    814-99
2006-09-01 10:15 9999-99-99 99:99          341.260 -9999 -99999.   ...  0   2079-99
2006-09-01 10:15 9999-99-99 99:99          365.692 -9999 -99999.   ...  0   2080-99
2006-09-11 05:40 9999-99-99 99:99          461.496 -9999 -99999.   ...  0   1777-99
2006-09-15 06:31 9999-99-99 99:99          339.708 -9999 -99999.   ...  0   3101-99
2006-09-15 06:31 9999-99-99 99:99          352.056 -9999 -99999.   ...  0   3102-99
2006-09-20 05:27 9999-99-99 99:99          357.215 -9999 -99999.   ...  0   2069-99
2006-09-20 05:27 9999-99-99 99:99          396.631 -9999 -99999.   ...  0   2070-99
2006-09-27 06:51 9999-99-99 99:99          299.549 -9999 -99999.   ...  0   3723-99
2006-09-27 06:51 9999-99-99 99:99          335.531 -9999 -99999.   ...  0   3724-99
2006-10-05 10:34 9999-99-99 99:99          345.119 -9999 -99999.   ...  0   3385-99
2006-10-05 10:34 9999-99-99 99:99          300.424 -9999 -99999.   ...  0   3386-99
2006-10-11 05:41 9999-99-99 99:99          339.496 -9999 -99999.   ...  0   2447-99
2006-10-11 05:41 9999-99-99 99:99          351.936 -9999 -99999.   ...  0   2448-99
2006-10-19 10:45 9999-99-99 99:99          484.801 -9999 -99999.   P..  0   2973-99
2006-10-19 10:45 9999-99-99 99:99          296.751 -9999 -99999.   P..  0   2974-99
2006-10-25 10:25 9999-99-99 99:99          304.788 -9999 -99999.   ...  0   2343-99
2006-10-25 10:25 9999-99-99 99:99          329.867 -9999 -99999.   ...  0   2344-99
2006-11-03 06:46 9999-99-99 99:99          471.565 -9999 -99999.   ...  0   3583-99
2006-11-03 06:46 9999-99-99 99:99          471.485 -9999 -99999.   ...  0   3584-99
2006-11-10 10:48 9999-99-99 99:99          470.279 -9999 -99999.   ...  0   4053-99
2006-11-10 10:48 9999-99-99 99:99          512.082 -9999 -99999.   ...  0   4054-99
2006-11-17 06:08 9999-99-99 99:99          575.027 -9999 -99999.   .X.  0   1373-99
2006-11-17 06:08 9999-99-99 99:99          481.485 -9999 -99999.   ...  0   1374-99
2006-12-01 10:00 9999-99-99 99:99          248.675 -9999 -99999.   ...  0     39-99
2006-12-01 10:00 9999-99-99 99:99          226.339 -9999 -99999.   ...  0     40-99
2006-12-06 10:33 9999-99-99 99:99          320.584 -9999 -99999.   ...  0   2421-99
2006-12-06 10:33 9999-99-99 99:99          330.000 -9999 -99999.   ...  0   2422-99
2006-12-13 10:08 9999-99-99 99:99          330.239 -9999 -99999.   ...  0    513-99
2006-12-13 10:08 9999-99-99 99:99          336.114 -9999 -99999.   ...  0    514-99
2006-12-20 06:10 9999-99-99 99:99          355.969 -9999 -99999.   ...  0   3485-99
2006-12-20 06:10 9999-99-99 99:99          399.903 -9999 -99999.   ...  0   3486-99
2006-12-28 06:30 9999-99-99 99:99          697.604 -9999 -99999.   ...  0   1801-99
2006-12-28 06:30 9999-99-99 99:99          659.128 -9999 -99999.   ...  0   1802-99
2007-01-05 07:20 9999-99-99 99:99          664.721 -9999 -99999.   ...  0   1237-99
2007-01-05 07:20 9999-99-99 99:99          677.480 -9999 -99999.   ...  0   1238-99
2007-01-11 10:10 9999-99-99 99:99          638.269 -9999 -99999.   ...  0   2355-99
2007-01-11 10:10 9999-99-99 99:99          649.792 -9999 -99999.   ...  0   2356-99
2007-01-19 10:41 9999-99-99 99:99          717.832 -9999 -99999.   ...  0   2666-99
2007-01-24 09:42 9999-99-99 99:99          633.130 -9999 -99999.   ...  0   3911-99
2007-01-24 09:42 9999-99-99 99:99          609.593 -9999 -99999.   ...  0   3912-99
2007-02-01 05:07 9999-99-99 99:99          517.005 -9999 -99999.   ...  0     33-99
2007-02-01 05:07 9999-99-99 99:99          527.927 -9999 -99999.   ...  0     34-99
2007-02-09 05:19 9999-99-99 99:99          398.387 -9999 -99999.   ...  0    827-99
2007-02-09 05:19 9999-99-99 99:99          396.003 -9999 -99999.   ...  0    828-99
2007-02-16 05:50 9999-99-99 99:99          436.789 -9999 -99999.   ...  0   2727-99
2007-02-16 05:50 9999-99-99 99:99          464.905 -9999 -99999.   ...  0   2728-99
2007-02-24 10:19 9999-99-99 99:99          466.707 -9999 -99999.   ...  0   3105-99
2007-02-24 10:19 9999-99-99 99:99          439.065 -9999 -99999.   ...  0   3106-99
2007-03-01 05:50 9999-99-99 99:99          563.455 -9999 -99999.   ...  0   1433-99
2007-03-01 05:50 9999-99-99 99:99          575.488 -9999 -99999.   ...  0   1434-99
2007-03-08 10:22 9999-99-99 99:99          205.312 -9999 -99999.   ...  0   2649-99
2007-03-08 10:22 9999-99-99 99:99          219.160 -9999 -99999.   ...  0   2650-99
2007-03-16 05:30 9999-99-99 99:99          404.282 -9999 -99999.   ...  0   2693-99
2007-03-16 05:30 9999-99-99 99:99          395.339 -9999 -99999.   ...  0   2694-99
2007-03-29 10:25 9999-99-99 99:99          196.477 -9999 -99999.   ...  0   2411-99
2007-03-29 10:25 9999-99-99 99:99          197.290 -9999 -99999.   ...  0   2412-99
2007-04-13 10:00 9999-99-99 99:99          228.631 -9999 -99999.   ...  0   3659-99
2007-04-13 10:00 9999-99-99 99:99          210.908 -9999 -99999.   ...  0   3660-99
2007-04-18 10:38 9999-99-99 99:99          232.927 -9999 -99999.   ...  0   2683-99
2007-04-18 10:38 9999-99-99 99:99          195.054 -9999 -99999.   ...  0   2684-99
2007-04-25 10:45 9999-99-99 99:99 -99999999999.999 -9999 -99999.   C..  0    893-99
2007-04-25 10:45 9999-99-99 99:99 -99999999999.999 -9999 -99999.   C..  0    894-99
2007-05-04 05:35 9999-99-99 99:99          734.634 -9999 -99999.   P..  0   2747-99
2007-05-04 05:35 9999-99-99 99:99          312.656 -9999 -99999.   P..  0   2748-99
2007-05-10 05:35 9999-99-99 99:99          233.943 -9999 -99999.   ...  0   2719-99
2007-05-10 05:35 9999-99-99 99:99          306.098 -9999 -99999.   ...  0   2720-99
2007-05-18 05:30 9999-99-99 99:99          214.648 -9999 -99999.   ...  0   3955-99
2007-05-18 05:30 9999-99-99 99:99          226.016 -9999 -99999.   ...  0   3956-99
2007-05-29 06:00 9999-99-99 99:99          236.247 -9999 -99999.   ...  0    875-99
2007-05-29 06:00 9999-99-99 99:99          228.659 -9999 -99999.   ...  0    876-99
2007-06-13 05:00 9999-99-99 99:99          237.981 -9999 -99999.   ...  0   1203-99
2007-06-13 05:00 9999-99-99 99:99          236.233 -9999 -99999.   ...  0   1204-99
2007-06-22 07:36 9999-99-99 99:99          250.758 -9999 -99999.   ...  0   1779-99
2007-06-22 07:36 9999-99-99 99:99          330.530 -9999 -99999.   ...  0   1780-99
2007-06-28 09:21 9999-99-99 99:99          271.881 -9999 -99999.   ...  0   1031-99
2007-06-28 09:21 9999-99-99 99:99          294.874 -9999 -99999.   ...  0   1032-99
2007-07-06 05:38 9999-99-99 99:99          258.220 -9999 -99999.   ...  0   2021-99
2007-07-06 05:38 9999-99-99 99:99          255.227 -9999 -99999.   ...  0   2022-99
2007-07-12 08:54 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   4127-99
2007-07-12 08:54 9999-99-99 99:99          247.109 -9999 -99999.   ...  0   4128-99
2007-07-17 10:00 9999-99-99 99:99          287.790 -9999 -99999.   ...  0    903-99
2007-07-17 10:00 9999-99-99 99:99          306.250 -9999 -99999.   ...  0    904-99
2007-07-25 12:34 9999-99-99 99:99          293.397 -9999 -99999.   ...  0   4581-99
2007-07-25 12:34 9999-99-99 99:99          279.672 -9999 -99999.   ...  0   4582-99
2007-08-02 07:11 9999-99-99 99:99          281.452 -9999 -99999.   ...  0   3389-99
2007-08-02 07:11 9999-99-99 99:99          285.253 -9999 -99999.   ...  0   3390-99
2007-08-10 04:53 9999-99-99 99:99          260.467 -9999 -99999.   ...  0   4683-99
2007-08-10 04:53 9999-99-99 99:99          254.785 -9999 -99999.   ...  0   4684-99
2007-08-17 05:08 9999-99-99 99:99 -99999999999.999 -9999 -99999.   D..  0   2017-99
2007-08-17 05:08 9999-99-99 99:99 -99999999999.999 -9999 -99999.   D..  0   2018-99
2007-08-21 05:19 9999-99-99 99:99 -99999999999.999 -9999 -99999.   D..  0     31-99
2007-08-21 05:19 9999-99-99 99:99 -99999999999.999 -9999 -99999.   D..  0     32-99
2007-08-29 05:51 9999-99-99 99:99          269.356 -9999 -99999.   ...  0   2359-99
2007-08-29 05:51 9999-99-99 99:99          273.649 -9999 -99999.   ...  0   2360-99
2007-09-07 05:39 9999-99-99 99:99          278.195 -9999 -99999.   ...  0   3729-99
2007-09-07 05:39 9999-99-99 99:99          288.737 -9999 -99999.   ...  0   3730-99
2007-09-11 07:21 9999-99-99 99:99          424.849 -9999 -99999.   ...  0    645-99
2007-09-11 07:21 9999-99-99 99:99          412.955 -9999 -99999.   ...  0    646-99
2007-09-14 06:42 9999-99-99 99:99          256.692 -9999 -99999.   ...  0      7-99
2007-09-14 06:42 9999-99-99 99:99          268.725 -9999 -99999.   ...  0      8-99
2007-09-20 06:22 9999-99-99 99:99          351.099 -9999 -99999.   ...  0   4143-99
2007-09-20 06:22 9999-99-99 99:99          333.106 -9999 -99999.   ...  0   4144-99
2007-09-25 06:39 9999-99-99 99:99          361.124 -9999 -99999.   ...  0    625-99
2007-09-25 06:39 9999-99-99 99:99          354.381 -9999 -99999.   ...  0    626-99
2007-10-04 07:30 9999-99-99 99:99          351.692 -9999 -99999.   ...  0   2041-99
2007-10-04 07:30 9999-99-99 99:99          354.407 -9999 -99999.   ...  0   2042-99
2007-10-19 05:51 9999-99-99 99:99          344.722 -9999 -99999.   ...  0   2893-99
2007-10-19 05:51 9999-99-99 99:99          343.447 -9999 -99999.   ...  0   2894-99
2007-11-02 10:07 9999-99-99 99:99          327.031 -9999 -99999.   ...  0   1791-99
2007-11-02 10:07 9999-99-99 99:99          326.226 -9999 -99999.   ...  0   1792-99
2007-11-15 06:44 9999-99-99 99:99          383.759 -9999 -99999.   P..  0   4519-99
2007-11-15 06:44 9999-99-99 99:99          302.330 -9999 -99999.   P..  0   4520-99
2007-11-23 05:32 9999-99-99 99:99          297.717 -9999 -99999.   ...  0   1171-99
2007-11-23 05:32 9999-99-99 99:99          293.642 -9999 -99999.   ...  0   1172-99
2007-11-29 05:33 9999-99-99 99:99          282.031 -9999 -99999.   ...  0   2085-99
2007-11-29 05:33 9999-99-99 99:99          298.413 -9999 -99999.   ...  0   2086-99
2007-12-07 05:11 9999-99-99 99:99          367.031 -9999 -99999.   ...  0    711-99
2007-12-07 05:11 9999-99-99 99:99          369.892 -9999 -99999.   ...  0    712-99
2007-12-13 05:00 9999-99-99 99:99          241.875 -9999 -99999.   ...  0   1499-99
2007-12-13 05:00 9999-99-99 99:99          235.901 -9999 -99999.   ...  0   1500-99
2007-12-21 05:34 9999-99-99 99:99          621.322 -9999 -99999.   ...  0   1349-99
2007-12-21 05:34 9999-99-99 99:99          628.137 -9999 -99999.   ...  0   1350-99
2007-12-28 04:59 9999-99-99 99:99          470.757 -9999 -99999.   ...  0    115-99
2007-12-28 04:59 9999-99-99 99:99          594.507 -9999 -99999.   ...  0    116-99
2008-01-04 04:59 9999-99-99 99:99          641.347 -9999 -99999.   ...  0   4943-99
2008-01-04 04:59 9999-99-99 99:99          645.445 -9999 -99999.   ...  0   4944-99
2008-01-10 05:07 9999-99-99 99:99          919.485 -9999 -99999.   P..  0   4969-99
2008-01-10 05:07 9999-99-99 99:99          557.213 -9999 -99999.   P..  0   4970-99
2008-01-17 05:25 9999-99-99 99:99          561.936 -9999 -99999.   ...  0    419-99
2008-01-17 05:25 9999-99-99 99:99          556.591 -9999 -99999.   ...  0    420-99
2008-01-25 05:08 9999-99-99 99:99          721.782 -9999 -99999.   ...  0   3829-99
2008-01-25 05:08 9999-99-99 99:99          627.518 -9999 -99999.   ...  0   3830-99
2008-02-01 05:20 9999-99-99 99:99          582.476 -9999 -99999.   ...  0   2705-99
2008-02-01 05:20 9999-99-99 99:99          577.332 -9999 -99999.   ...  0   2706-99
2008-02-02 10:20 9999-99-99 99:99          755.574 -9999 -99999.   ...  0   4567-99
2008-02-02 10:20 9999-99-99 99:99          909.754 -9999 -99999.   ...  0   4568-99
2008-02-08 05:24 9999-99-99 99:99         1121.418 -9999 -99999.   .X.  0   1935-99
2008-02-08 05:24 9999-99-99 99:99         1135.084 -9999 -99999.   .X.  0   1936-99
2008-02-15 05:40 9999-99-99 99:99          943.836 -9999 -99999.   .X.  0   4967-99
2008-02-15 05:40 9999-99-99 99:99          907.352 -9999 -99999.   ...  0   4968-99
2008-03-06 05:38 9999-99-99 99:99          481.413 -9999 -99999.   ...  0   4963-99
2008-03-06 05:38 9999-99-99 99:99          414.893 -9999 -99999.   ...  0   4964-99
2008-03-20 05:17 9999-99-99 99:99          170.409 -9999 -99999.   ...  0   2075-99
2008-03-20 05:17 9999-99-99 99:99          167.656 -9999 -99999.   ...  0   2076-99
2008-03-26 05:09 9999-99-99 99:99          408.173 -9999 -99999.   ...  0    979-99
2008-03-26 05:09 9999-99-99 99:99          371.022 -9999 -99999.   ...  0    980-99
2008-04-02 05:10 9999-99-99 99:99          319.543 -9999 -99999.   ...  0   2325-99
2008-04-02 05:10 9999-99-99 99:99          309.736 -9999 -99999.   ...  0   2326-99
2008-04-30 05:16 9999-99-99 99:99          247.925 -9999 -99999.   ...  0   2513-99
2008-05-09 05:46 9999-99-99 99:99          224.090 -9999 -99999.   ...  0    775-99
2008-05-09 05:46 9999-99-99 99:99          236.177 -9999 -99999.   ...  0    776-99
2008-05-15 06:13 9999-99-99 99:99          302.439 -9999 -99999.   ...  0     35-99
2008-06-12 05:15 9999-99-99 99:99          293.993 -9999 -99999.   ...  0   1135-99
2008-06-12 05:15 9999-99-99 99:99          295.449 -9999 -99999.   ...  0   1136-99
2008-07-25 05:51 9999-99-99 99:99          377.841 -9999 -99999.   ...  0   1318-99
2008-08-01 06:35 9999-99-99 99:99          290.352 -9999 -99999.   ...  0   2303-99
2008-08-01 06:35 9999-99-99 99:99          301.553 -9999 -99999.   ...  0   2304-99
2008-08-05 05:14 9999-99-99 99:99          879.268 -9999 -99999.   P..  0   6155-66
2008-08-05 05:14 9999-99-99 99:99          364.171 -9999 -99999.   P..  0   6156-66
2008-08-12 06:03 9999-99-99 99:99          292.427 -9999 -99999.   ...  0   4499-99
2008-08-12 06:03 9999-99-99 99:99          269.939 -9999 -99999.   ...  0   4500-99
2008-08-21 01:30 9999-99-99 99:99          291.335 -9999 -99999.   ...  0   1741-99
2008-08-21 01:30 9999-99-99 99:99          295.219 -9999 -99999.   ...  0   1742-99
2008-08-29 05:11 9999-99-99 99:99 -99999999999.999 -9999 -99999.   C..  0   6509-66
2008-08-29 05:11 9999-99-99 99:99          306.593 -9999 -99999.   ...  0   6510-66
2008-09-10 06:38 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1567-99
2008-09-10 06:38 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1568-99
2008-09-19 06:17 9999-99-99 99:99        13463.107 -9999 -99999.   .X.  0   1261-99
2008-09-19 06:17 9999-99-99 99:99        13520.995 -9999 -99999.   .X.  0   1262-99
2008-09-26 09:34 9999-99-99 99:99          301.671 -9999 -99999.   ...  0   1071-99
2008-09-26 09:34 9999-99-99 99:99          287.718 -9999 -99999.   ...  0   1072-99
2008-10-03 11:15 9999-99-99 99:99          276.619 -9999 -99999.   ...  0   1577-99
2008-10-03 11:15 9999-99-99 99:99          285.952 -9999 -99999.   ...  0   1578-99
2008-10-23 10:24 9999-99-99 99:99          329.706 -9999 -99999.   ...  0   4517-99
2008-10-23 10:24 9999-99-99 99:99          332.855 -9999 -99999.   ...  0   4518-99
2008-10-31 09:40 9999-99-99 99:99          319.694 -9999 -99999.   ...  0   1521-99
2008-10-31 09:40 9999-99-99 99:99          287.855 -9999 -99999.   ...  0   1522-99
2008-11-05 06:24 9999-99-99 99:99          302.852 -9999 -99999.   ...  0   3559-99
2008-11-05 06:24 9999-99-99 99:99          305.413 -9999 -99999.   ...  0   3560-99
2008-11-11 06:45 9999-99-99 99:99          254.102 -9999 -99999.   ...  0   2729-99
2008-11-11 06:45 9999-99-99 99:99          265.862 -9999 -99999.   ...  0   2730-99
2008-12-05 05:33 9999-99-99 99:99          335.436 -9999 -99999.   ...  0    321-99
2008-12-05 05:33 9999-99-99 99:99          349.015 -9999 -99999.   ...  0    322-99
2008-12-12 05:23 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   2629-99
2008-12-12 05:23 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   2630-99
2008-12-30 06:18 9999-99-99 99:99          514.274 -9999 -99999.   ...  0   3185-99
2008-12-30 06:18 9999-99-99 99:99          471.190 -9999 -99999.   ...  0   3186-99
2009-01-09 07:15 9999-99-99 99:99          519.938 -9999 -99999.   P..  0    995-99
