C01 TITLE: ethane event sampling data 
C02 FILE NAME: jfj646n00.empa.as.cn.ethane.nl.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 18507
C05 HEADER LINES: 32
C06 DATA VERSION: 201311
C07 STATION NAME: Jungfraujoch 
C08 STATION CATEGORY: Global
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
C10 COUNTRY/TERRITORY: Switzerland
C11 CONTRIBUTOR: Empa
C12 LATITUDE: 46.548
C13 LONGITUDE: 7.987
C14 ALTITUDE: 3580
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 4
C17 CONTACT POINT: corinne.hoerger@empa.ch stefan.reimann@empa.ch
C18 PARAMETER: ethane
C19 COVERING PERIOD: 2011-01-01 2014-12-17
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppt
C22 MEASUREMENT METHOD: GC-MS medusa
C23 SAMPLING TYPE: continuous
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: 
C26 CREDIT FOR USE: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:The data were submitted to WDCGG by ACTRIS Data Centre. 
C31
C32   DATE  TIME       DATE  TIME           ethane    ND      SD     F CS       REM
2011-01-01 00:04 2011-01-01 00:24 -99999999999999. -9999 -99999.   999  0 -99999999
2011-01-01 01:05 2011-01-01 01:25 -99999999999999. -9999 -99999.   999  0 -99999999
2011-01-14 06:09 2011-01-14 06:29             693. -9999 -99999.   000  0 -99999999
2011-01-14 07:09 2011-01-14 07:29             715. -9999 -99999.   000  0 -99999999
2011-01-14 09:09 2011-01-14 09:29             784. -9999 -99999.   000  0 -99999999
2011-01-14 10:09 2011-01-14 10:29             925. -9999 -99999.   000  0 -99999999
2011-01-14 12:09 2011-01-14 12:29             880. -9999 -99999.   000  0 -99999999
2011-01-14 13:09 2011-01-14 13:29             869. -9999 -99999.   000  0 -99999999
2011-01-14 15:09 2011-01-14 15:29             821. -9999 -99999.   000  0 -99999999
2011-01-14 16:09 2011-01-14 16:29             864. -9999 -99999.   000  0 -99999999
2011-01-14 18:09 2011-01-14 18:29             823. -9999 -99999.   000  0 -99999999
2011-01-14 19:09 2011-01-14 19:29             824. -9999 -99999.   000  0 -99999999
2011-01-14 21:09 2011-01-14 21:29             796. -9999 -99999.   000  0 -99999999
2011-01-14 22:09 2011-01-14 22:29             873. -9999 -99999.   000  0 -99999999
2011-01-15 00:09 2011-01-15 00:29             899. -9999 -99999.   000  0 -99999999
2011-01-15 01:09 2011-01-15 01:29            1084. -9999 -99999.   000  0 -99999999
2011-01-15 03:09 2011-01-15 03:29            1325. -9999 -99999.   000  0 -99999999
2011-01-15 04:09 2011-01-15 04:29            1357. -9999 -99999.   000  0 -99999999
2011-01-15 06:09 2011-01-15 06:29            1793. -9999 -99999.   000  0 -99999999
2011-01-15 07:09 2011-01-15 07:29            2020. -9999 -99999.   000  0 -99999999
2011-01-15 09:09 2011-01-15 09:29            1670. -9999 -99999.   000  0 -99999999
2011-01-15 10:09 2011-01-15 10:29            1754. -9999 -99999.   000  0 -99999999
2011-01-15 12:09 2011-01-15 12:29            1650. -9999 -99999.   000  0 -99999999
2011-01-15 13:09 2011-01-15 13:29            1635. -9999 -99999.   000  0 -99999999
2011-01-15 15:09 2011-01-15 15:29            1502. -9999 -99999.   000  0 -99999999
2011-01-15 16:09 2011-01-15 16:29            1195. -9999 -99999.   000  0 -99999999
2011-01-15 18:09 2011-01-15 18:29            1020. -9999 -99999.   000  0 -99999999
2011-01-15 19:09 2011-01-15 19:29            1080. -9999 -99999.   000  0 -99999999
2011-01-15 21:09 2011-01-15 21:29             993. -9999 -99999.   000  0 -99999999
2011-01-15 22:09 2011-01-15 22:29             843. -9999 -99999.   000  0 -99999999
2011-01-16 00:09 2011-01-16 00:29             771. -9999 -99999.   000  0 -99999999
2011-01-16 01:09 2011-01-16 01:29             789. -9999 -99999.   000  0 -99999999
2011-01-16 03:09 2011-01-16 03:29            1050. -9999 -99999.   000  0 -99999999
2011-01-16 04:09 2011-01-16 04:29             921. -9999 -99999.   000  0 -99999999
2011-01-16 06:09 2011-01-16 06:29            1379. -9999 -99999.   000  0 -99999999
2011-01-16 07:09 2011-01-16 07:29            1378. -9999 -99999.   000  0 -99999999
2011-01-16 09:09 2011-01-16 09:29            1316. -9999 -99999.   000  0 -99999999
2011-01-16 10:09 2011-01-16 10:29            1373. -9999 -99999.   000  0 -99999999
2011-01-16 12:09 2011-01-16 12:29            1363. -9999 -99999.   000  0 -99999999
2011-01-16 13:09 2011-01-16 13:29            1365. -9999 -99999.   000  0 -99999999
2011-01-16 15:09 2011-01-16 15:29            1417. -9999 -99999.   000  0 -99999999
2011-01-16 16:09 2011-01-16 16:29            1417. -9999 -99999.   000  0 -99999999
2011-01-16 18:09 2011-01-16 18:29            1352. -9999 -99999.   000  0 -99999999
2011-01-16 19:09 2011-01-16 19:29            1329. -9999 -99999.   000  0 -99999999
2011-01-16 21:09 2011-01-16 21:29            1293. -9999 -99999.   000  0 -99999999
2011-01-16 22:09 2011-01-16 22:29            1334. -9999 -99999.   000  0 -99999999
2011-01-17 00:09 2011-01-17 00:29            1346. -9999 -99999.   000  0 -99999999
2011-01-17 01:09 2011-01-17 01:29            1365. -9999 -99999.   000  0 -99999999
2011-01-17 03:09 2011-01-17 03:29            1307. -9999 -99999.   000  0 -99999999
2011-01-17 04:09 2011-01-17 04:29            1247. -9999 -99999.   000  0 -99999999
2011-01-17 06:09 2011-01-17 06:29            1048. -9999 -99999.   000  0 -99999999
2011-01-17 07:09 2011-01-17 07:29             944. -9999 -99999.   000  0 -99999999
2011-01-17 09:09 2011-01-17 09:29             823. -9999 -99999.   000  0 -99999999
2011-01-17 10:09 2011-01-17 10:29             831. -9999 -99999.   000  0 -99999999
2011-01-17 13:12 2011-01-17 13:32 -99999999999999. -9999 -99999.   999  0 -99999999
2011-01-17 14:12 2011-01-17 14:32 -99999999999999. -9999 -99999.   999  0 -99999999
2011-01-17 16:12 2011-01-17 16:32             891. -9999 -99999.   000  0 -99999999
2011-01-17 17:12 2011-01-17 17:32            1127. -9999 -99999.   000  0 -99999999
2011-01-17 19:12 2011-01-17 19:32             956. -9999 -99999.   000  0 -99999999
2011-01-17 20:12 2011-01-17 20:32            1032. -9999 -99999.   000  0 -99999999
2011-01-17 22:12 2011-01-17 22:32            1044. -9999 -99999.   000  0 -99999999
2011-01-17 23:12 2011-01-17 23:32            1037. -9999 -99999.   000  0 -99999999
2011-01-18 01:12 2011-01-18 01:32            1032. -9999 -99999.   000  0 -99999999
2011-01-18 02:12 2011-01-18 02:32            1060. -9999 -99999.   000  0 -99999999
2011-01-18 04:12 2011-01-18 04:32            1100. -9999 -99999.   000  0 -99999999
2011-01-18 05:12 2011-01-18 05:32            1235. -9999 -99999.   000  0 -99999999
2011-01-18 07:12 2011-01-18 07:32            1248. -9999 -99999.   000  0 -99999999
2011-01-18 08:12 2011-01-18 08:32            1299. -9999 -99999.   000  0 -99999999
2011-01-18 10:12 2011-01-18 10:32            1282. -9999 -99999.   000  0 -99999999
2011-01-18 11:12 2011-01-18 11:32            1303. -9999 -99999.   000  0 -99999999
2011-01-18 13:12 2011-01-18 13:32            1364. -9999 -99999.   000  0 -99999999
2011-01-18 14:12 2011-01-18 14:32            1338. -9999 -99999.   000  0 -99999999
2011-01-18 16:12 2011-01-18 16:32            1258. -9999 -99999.   000  0 -99999999
2011-01-18 17:12 2011-01-18 17:32            1253. -9999 -99999.   000  0 -99999999
2011-01-18 19:12 2011-01-18 19:32            1745. -9999 -99999.   000  0 -99999999
2011-01-18 20:12 2011-01-18 20:32            1780. -9999 -99999.   000  0 -99999999
2011-01-18 22:12 2011-01-18 22:32            1648. -9999 -99999.   000  0 -99999999
2011-01-18 23:12 2011-01-18 23:32            1728. -9999 -99999.   000  0 -99999999
2011-01-19 01:12 2011-01-19 01:32            1743. -9999 -99999.   000  0 -99999999
2011-01-19 02:12 2011-01-19 02:32            1850. -9999 -99999.   000  0 -99999999
2011-01-19 04:12 2011-01-19 04:32            1936. -9999 -99999.   000  0 -99999999
2011-01-19 05:12 2011-01-19 05:32            2012. -9999 -99999.   000  0 -99999999
2011-01-19 07:12 2011-01-19 07:32            2040. -9999 -99999.   000  0 -99999999
2011-01-19 08:12 2011-01-19 08:32            2063. -9999 -99999.   000  0 -99999999
2011-01-19 10:12 2011-01-19 10:32            2168. -9999 -99999.   000  0 -99999999
2011-01-19 11:12 2011-01-19 11:32            2274. -9999 -99999.   000  0 -99999999
2011-01-19 13:12 2011-01-19 13:32            2289. -9999 -99999.   000  0 -99999999
2011-01-19 14:12 2011-01-19 14:32            2421. -9999 -99999.   000  0 -99999999
2011-01-19 16:12 2011-01-19 16:32            2576. -9999 -99999.   000  0 -99999999
2011-01-19 17:12 2011-01-19 17:32            2358. -9999 -99999.   000  0 -99999999
2011-01-19 19:12 2011-01-19 19:32            2108. -9999 -99999.   000  0 -99999999
2011-01-19 20:12 2011-01-19 20:32            1904. -9999 -99999.   000  0 -99999999
2011-01-19 22:12 2011-01-19 22:32            1817. -9999 -99999.   000  0 -99999999
2011-01-19 23:12 2011-01-19 23:32            1872. -9999 -99999.   000  0 -99999999
2011-01-20 01:12 2011-01-20 01:32            1850. -9999 -99999.   000  0 -99999999
2011-01-20 02:12 2011-01-20 02:32            1965. -9999 -99999.   000  0 -99999999
2011-01-20 04:12 2011-01-20 04:32            1965. -9999 -99999.   000  0 -99999999
2011-01-20 05:14 2011-01-20 05:33            1991. -9999 -99999.   000  0 -99999999
2011-01-20 07:12 2011-01-20 07:32            1979. -9999 -99999.   000  0 -99999999
2011-01-20 08:14 2011-01-20 08:33            2017. -9999 -99999.   000  0 -99999999
2011-01-20 10:12 2011-01-20 10:32            2134. -9999 -99999.   000  0 -99999999
2011-01-20 11:14 2011-01-20 11:33            2149. -9999 -99999.   000  0 -99999999
