C01 TITLE: ethane event sampling data 
C02 FILE NAME: asc107s00.noaa.as.fl.ethane.nl.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 1769
C05 HEADER LINES: 38
C06 DATA VERSION: 201512
C07 STATION NAME: Ascension Island 
C08 STATION CATEGORY: Regional
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
2006-02-16 08:45 9999-99-99 99:99          168.185 -9999 -99999.   ...  0   4192-99
2006-02-21 08:45 9999-99-99 99:99          150.076 -9999 -99999.   ...  0   2177-99
2006-02-21 08:45 9999-99-99 99:99          145.701 -9999 -99999.   ...  0   2178-99
2006-02-23 13:30 9999-99-99 99:99          153.918 -9999 -99999.   ...  0   4155-99
2006-02-23 13:30 9999-99-99 99:99          130.610 -9999 -99999.   ...  0   4156-99
2006-02-28 08:45 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1653-99
2006-02-28 08:45 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1654-99
2006-03-09 08:45 9999-99-99 99:99          182.517 -9999 -99999.   ...  0   3715-99
2006-03-09 08:45 9999-99-99 99:99          192.723 -9999 -99999.   ...  0   3716-99
2006-03-14 08:50 9999-99-99 99:99          153.278 -9999 -99999.   ...  0   4207-99
2006-03-14 08:50 9999-99-99 99:99          132.370 -9999 -99999.   ...  0   4208-99
2006-03-16 08:45 9999-99-99 99:99          136.963 -9999 -99999.   ...  0   1941-99
2006-03-16 08:45 9999-99-99 99:99          148.426 -9999 -99999.   ...  0   1942-99
2006-03-23 08:50 9999-99-99 99:99          304.107 -9999 -99999.   ...  0    139-99
2006-03-23 08:50 9999-99-99 99:99          321.860 -9999 -99999.   ...  0    140-99
2006-03-28 08:45 9999-99-99 99:99          458.953 -9999 -99999.   ...  0    641-99
2006-03-28 08:45 9999-99-99 99:99          399.672 -9999 -99999.   ...  0    642-99
2006-03-30 09:00 9999-99-99 99:99          216.280 -9999 -99999.   ...  0   3417-99
2006-03-30 09:00 9999-99-99 99:99          206.799 -9999 -99999.   ...  0   3418-99
2006-04-04 09:00 9999-99-99 99:99          184.667 -9999 -99999.   ...  0     41-99
2006-04-04 09:00 9999-99-99 99:99          184.630 -9999 -99999.   ...  0     42-99
2006-04-06 08:50 9999-99-99 99:99          310.984 -9999 -99999.   ...  0   2755-99
2006-04-06 08:50 9999-99-99 99:99          308.250 -9999 -99999.   ...  0   2756-99
2006-04-11 08:50 9999-99-99 99:99          376.662 -9999 -99999.   ...  0   6839-66
2006-04-11 08:50 9999-99-99 99:99          207.332 -9999 -99999.   ...  0   6839-66
2006-04-11 08:50 9999-99-99 99:99          230.488 -9999 -99999.   ...  0   6840-66
2006-04-13 09:00 9999-99-99 99:99          333.344 -9999 -99999.   ...  0   2943-99
2006-04-13 09:00 9999-99-99 99:99          390.547 -9999 -99999.   ...  0   2944-99
2006-04-18 08:50 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0    543-99
2006-04-18 08:50 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0    544-99
2006-04-20 09:30 9999-99-99 99:99          428.922 -9999 -99999.   ...  0   1309-99
2006-04-20 09:30 9999-99-99 99:99          375.188 -9999 -99999.   ...  0   1310-99
2006-05-04 08:50 9999-99-99 99:99          301.672 -9999 -99999.   ...  0   2869-99
2006-05-04 08:50 9999-99-99 99:99          368.484 -9999 -99999.   ...  0   2870-99
2006-05-09 08:50 9999-99-99 99:99          144.390 -9999 -99999.   P..  0   3539-99
2006-05-09 08:50 9999-99-99 99:99          228.628 -9999 -99999.   P..  0   3540-99
2006-05-11 09:10 9999-99-99 99:99          354.422 -9999 -99999.   ...  0   1877-99
2006-05-11 09:10 9999-99-99 99:99          343.219 -9999 -99999.   ...  0   1878-99
2006-05-16 08:50 9999-99-99 99:99          202.438 -9999 -99999.   ...  0    715-99
2006-05-16 08:50 9999-99-99 99:99          204.344 -9999 -99999.   ...  0    716-99
2006-05-25 08:50 9999-99-99 99:99          354.969 -9999 -99999.   P..  0   3625-99
2006-05-25 08:50 9999-99-99 99:99          269.125 -9999 -99999.   P..  0   3626-99
2006-05-30 12:30 9999-99-99 99:99          353.630 -9999 -99999.   ...  0    881-99
2006-05-30 12:30 9999-99-99 99:99          380.736 -9999 -99999.   ...  0    882-99
2006-06-06 07:45 9999-99-99 99:99          295.473 -9999 -99999.   ...  0    355-99
2006-06-06 07:45 9999-99-99 99:99          281.113 -9999 -99999.   ...  0    356-99
2006-06-14 08:45 9999-99-99 99:99          371.359 -9999 -99999.   P..  0   3777-99
2006-06-14 08:45 9999-99-99 99:99          239.094 -9999 -99999.   P..  0   3778-99
2006-06-16 13:15 9999-99-99 99:99          466.547 -9999 -99999.   ...  0   1663-99
2006-06-20 15:15 9999-99-99 99:99          286.422 -9999 -99999.   ...  0    599-99
2006-06-20 15:15 9999-99-99 99:99          339.656 -9999 -99999.   ...  0    600-99
2006-06-23 09:46 9999-99-99 99:99          388.531 -9999 -99999.   ...  0    765-99
2006-06-23 09:46 9999-99-99 99:99          407.422 -9999 -99999.   ...  0    766-99
2006-06-27 09:10 9999-99-99 99:99          307.449 -9999 -99999.   ...  0   2931-99
2006-06-27 09:10 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   2932-99
2006-06-29 09:31 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1575-99
2006-06-29 09:31 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   1576-99
2006-07-04 08:00 9999-99-99 99:99          368.973 -9999 -99999.   ...  0   2909-99
2006-07-04 08:00 9999-99-99 99:99          378.818 -9999 -99999.   ...  0   2910-99
2006-07-07 09:10 9999-99-99 99:99          304.315 -9999 -99999.   ...  0    689-99
2006-07-07 09:10 9999-99-99 99:99          301.216 -9999 -99999.   ...  0    690-99
2006-07-11 08:00 9999-99-99 99:99          297.359 -9999 -99999.   ...  0   1065-99
2006-07-11 08:00 9999-99-99 99:99          252.453 -9999 -99999.   ...  0   1066-99
2006-07-13 08:00 9999-99-99 99:99          290.000 -9999 -99999.   ...  0   1969-99
2006-07-13 08:00 9999-99-99 99:99          311.016 -9999 -99999.   ...  0   1970-99
2006-07-18 07:40 9999-99-99 99:99          222.047 -9999 -99999.   ...  0   4475-99
2006-07-18 07:40 9999-99-99 99:99          230.125 -9999 -99999.   ...  0   4476-99
2006-07-20 09:40 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   2637-99
2006-07-20 09:40 9999-99-99 99:99          221.188 -9999 -99999.   ...  0   2638-99
2006-07-25 09:00 9999-99-99 99:99          220.156 -9999 -99999.   ...  0   4683-99
2006-07-27 07:45 9999-99-99 99:99          239.330 -9999 -99999.   ...  0   2591-99
2006-07-27 07:45 9999-99-99 99:99          235.446 -9999 -99999.   ...  0   2592-99
2006-08-01 08:00 9999-99-99 99:99          410.484 -9999 -99999.   ...  0   3261-99
2006-08-01 08:00 9999-99-99 99:99          525.703 -9999 -99999.   ...  0   3262-99
2006-08-03 08:40 9999-99-99 99:99          308.906 -9999 -99999.   ...  0   3807-99
2006-08-03 08:40 9999-99-99 99:99          316.219 -9999 -99999.   ...  0   3808-99
2006-08-10 09:45 9999-99-99 99:99          654.219 -9999 -99999.   .X.  0   1881-99
2006-08-10 09:45 9999-99-99 99:99          622.156 -9999 -99999.   .X.  0   1882-99
2006-08-15 07:45 9999-99-99 99:99          368.557 -9999 -99999.   ...  0   2177-99
2006-08-15 07:45 9999-99-99 99:99          412.351 -9999 -99999.   ...  0   2178-99
2006-08-17 16:00 9999-99-99 99:99          496.280 -9999 -99999.   ...  0   1269-99
2006-08-17 16:00 9999-99-99 99:99          477.098 -9999 -99999.   ...  0   1270-99
2006-09-05 09:00 9999-99-99 99:99          556.857 -9999 -99999.   ...  0   1167-99
2006-09-05 09:00 9999-99-99 99:99          641.097 -9999 -99999.   ..C  0   1168-99
2006-09-07 09:20 9999-99-99 99:99          304.042 -9999 -99999.   ...  0   1691-99
2006-09-07 09:20 9999-99-99 99:99          311.268 -9999 -99999.   ...  0   1692-99
2006-09-12 08:50 9999-99-99 99:99          372.043 -9999 -99999.   ...  0   1607-99
2006-09-12 08:50 9999-99-99 99:99          433.014 -9999 -99999.   ...  0   1608-99
2006-09-14 14:15 9999-99-99 99:99          262.986 -9999 -99999.   ...  0   2641-99
2006-09-14 14:15 9999-99-99 99:99          317.113 -9999 -99999.   ...  0   2642-99
2006-09-19 08:00 9999-99-99 99:99          416.613 -9999 -99999.   P.C  0    595-99
2006-09-19 08:00 9999-99-99 99:99          297.514 -9999 -99999.   P.C  0    596-99
2006-09-26 08:15 9999-99-99 99:99          448.779 -9999 -99999.   ..C  0    133-99
2006-09-26 08:15 9999-99-99 99:99          476.507 -9999 -99999.   ..C  0    134-99
2006-09-28 07:35 9999-99-99 99:99          586.605 -9999 -99999.   ..C  0   4497-99
2006-09-28 07:35 9999-99-99 99:99          548.847 -9999 -99999.   ..C  0   4498-99
2006-10-03 11:00 9999-99-99 99:99          516.080 -9999 -99999.   ..C  0   3397-99
2006-10-03 11:00 9999-99-99 99:99          469.956 -9999 -99999.   ..C  0   3398-99
2006-10-05 10:45 9999-99-99 99:99          807.262 -9999 -99999.   .X.  0   4071-99
2006-10-05 10:45 9999-99-99 99:99          831.399 -9999 -99999.   .X.  0   4072-99
2006-10-05 10:45 9999-99-99 99:99          442.757 -9999 -99999.   ...  0   4072-99
2006-10-12 09:45 9999-99-99 99:99          343.278 -9999 -99999.   P.C  0   3491-99
2006-10-12 09:45 9999-99-99 99:99          532.777 -9999 -99999.   P.C  0   3492-99
2006-10-19 08:45 9999-99-99 99:99          407.368 -9999 -99999.   ...  0   4111-99
2006-10-19 08:45 9999-99-99 99:99          381.150 -9999 -99999.   ...  0   4112-99
2006-10-24 10:10 9999-99-99 99:99          315.930 -9999 -99999.   ...  0   1813-99
2006-10-24 10:10 9999-99-99 99:99          319.676 -9999 -99999.   ...  0   1814-99
2006-10-26 08:45 9999-99-99 99:99          337.507 -9999 -99999.   ...  0   1631-99
2006-10-26 08:45 9999-99-99 99:99          374.521 -9999 -99999.   ...  0   1632-99
2006-10-31 10:45 9999-99-99 99:99          309.789 -9999 -99999.   P..  0    785-99
2006-10-31 10:45 9999-99-99 99:99          421.437 -9999 -99999.   P..  0    786-99
2006-11-03 11:15 9999-99-99 99:99          297.867 -9999 -99999.   ...  0   1573-99
2006-11-03 11:15 9999-99-99 99:99          292.424 -9999 -99999.   ...  0   1574-99
2006-11-07 07:45 9999-99-99 99:99          500.125 -9999 -99999.   P..  0   6465-66
2006-11-07 07:45 9999-99-99 99:99          316.981 -9999 -99999.   P..  0   6466-66
2006-11-09 07:45 9999-99-99 99:99          343.186 -9999 -99999.   ...  0   1965-99
2006-11-09 07:45 9999-99-99 99:99          329.848 -9999 -99999.   ...  0   1966-99
2006-11-14 08:45 9999-99-99 99:99          373.518 -9999 -99999.   ...  0   2375-99
2006-11-14 08:45 9999-99-99 99:99          393.296 -9999 -99999.   ...  0   2376-99
2006-11-17 10:45 9999-99-99 99:99          262.784 -9999 -99999.   ...  0    503-99
2006-11-17 10:45 9999-99-99 99:99          269.668 -9999 -99999.   ...  0    504-99
2006-11-21 10:50 9999-99-99 99:99          355.310 -9999 -99999.   P..  0   3575-99
2006-11-21 10:50 9999-99-99 99:99          440.282 -9999 -99999.   P..  0   3576-99
2006-11-24 08:50 9999-99-99 99:99          235.970 -9999 -99999.   ...  0   4031-99
2006-11-24 08:50 9999-99-99 99:99          277.853 -9999 -99999.   ...  0   4032-99
2006-11-28 10:40 9999-99-99 99:99          392.718 -9999 -99999.   P..  0   1423-99
2006-11-28 10:40 9999-99-99 99:99          205.549 -9999 -99999.   P..  0   1424-99
2006-11-30 07:35 9999-99-99 99:99          313.670 -9999 -99999.   P..  0   2979-99
2006-11-30 07:35 9999-99-99 99:99          179.169 -9999 -99999.   P..  0   2980-99
2006-12-05 08:30 9999-99-99 99:99 -99999999999.999 -9999 -99999.   *..  0   3597-99
2006-12-05 08:30 9999-99-99 99:99          442.147 -9999 -99999.   ...  0   3598-99
2006-12-07 07:45 9999-99-99 99:99          303.560 -9999 -99999.   ...  0   4079-99
2006-12-07 07:45 9999-99-99 99:99          258.504 -9999 -99999.   ...  0   4080-99
2006-12-12 07:40 9999-99-99 99:99          219.834 -9999 -99999.   ...  0     17-99
2006-12-12 07:40 9999-99-99 99:99          220.180 -9999 -99999.   ...  0     18-99
2006-12-19 08:40 9999-99-99 99:99          245.513 -9999 -99999.   ...  0    833-99
2006-12-19 08:40 9999-99-99 99:99          214.449 -9999 -99999.   ...  0    834-99
2006-12-21 08:00 9999-99-99 99:99          263.768 -9999 -99999.   ...  0   3411-99
2006-12-21 08:00 9999-99-99 99:99          223.911 -9999 -99999.   ...  0   3412-99
2007-01-02 07:50 9999-99-99 99:99          210.288 -9999 -99999.   ...  0   3711-99
2007-01-02 07:50 9999-99-99 99:99          218.317 -9999 -99999.   ...  0   3712-99
2007-01-11 08:15 9999-99-99 99:99          187.079 -9999 -99999.   ...  0    819-99
2007-01-11 08:15 9999-99-99 99:99          180.661 -9999 -99999.   ...  0    820-99
2007-01-16 08:00 9999-99-99 99:99          197.437 -9999 -99999.   ...  0   2963-99
2007-01-19 08:45 9999-99-99 99:99          253.117 -9999 -99999.   ...  0    927-99
2007-01-19 08:45 9999-99-99 99:99          219.708 -9999 -99999.   ...  0    928-99
2007-01-23 07:45 9999-99-99 99:99          192.231 -9999 -99999.   ...  0   2391-99
2007-01-23 07:45 9999-99-99 99:99          192.615 -9999 -99999.   ...  0   2392-99
2007-01-25 08:00 9999-99-99 99:99          187.308 -9999 -99999.   ...  0   3777-99
2007-01-25 08:00 9999-99-99 99:99          188.538 -9999 -99999.   ...  0   3778-99
2007-01-30 07:45 9999-99-99 99:99          251.435 -9999 -99999.   ...  0   3397-99
2007-01-30 07:45 9999-99-99 99:99          208.565 -9999 -99999.   ...  0   3398-99
2007-02-01 07:45 9999-99-99 99:99          241.842 -9999 -99999.   ...  0    141-99
2007-02-01 07:45 9999-99-99 99:99          231.089 -9999 -99999.   ...  0    142-99
2007-02-06 07:50 9999-99-99 99:99 -99999999999.999 -9999 -99999.   A..  0   6899-66
2007-02-06 07:50 9999-99-99 99:99          362.957 -9999 -99999.   ...  0   6900-66
2007-02-09 09:15 9999-99-99 99:99          172.799 -9999 -99999.   ...  0   3905-99
2007-02-09 09:15 9999-99-99 99:99          160.446 -9999 -99999.   ...  0   3906-99
2007-02-13 09:30 9999-99-99 99:99          196.995 -9999 -99999.   ...  0    305-99
2007-02-13 09:30 9999-99-99 99:99          186.550 -9999 -99999.   ...  0    306-99
2007-02-15 11:00 9999-99-99 99:99          307.900 -9999 -99999.   ...  0    719-99
2007-02-15 11:00 9999-99-99 99:99          271.314 -9999 -99999.   ...  0    720-99
2007-02-20 08:15 9999-99-99 99:99          221.090 -9999 -99999.   ...  0   4471-99
2007-02-20 08:15 9999-99-99 99:99          248.732 -9999 -99999.   ...  0   4472-99
2007-02-22 09:00 9999-99-99 99:99          441.529 -9999 -99999.   P..  0   6421-66
2007-02-22 09:00 9999-99-99 99:99          233.083 -9999 -99999.   P..  0   6422-66
2007-03-13 09:30 9999-99-99 99:99          432.190 -9999 -99999.   ...  0   4391-99
2007-03-13 09:30 9999-99-99 99:99          441.240 -9999 -99999.   ...  0   4392-99
2007-03-20 12:34 9999-99-99 99:99          240.699 -9999 -99999.   ...  0   6233-66
2007-03-20 12:34 9999-99-99 99:99          251.303 -9999 -99999.   ...  0   6234-66
2007-03-22 09:00 9999-99-99 99:99          238.211 -9999 -99999.   ...  0   3649-99
2007-03-22 09:00 9999-99-99 99:99          256.327 -9999 -99999.   ...  0   3650-99
2007-03-27 09:15 9999-99-99 99:99          359.672 -9999 -99999.   ...  0   3639-99
2007-03-27 09:15 9999-99-99 99:99          309.830 -9999 -99999.   ...  0   3640-99
2007-03-30 14:30 9999-99-99 99:99          279.721 -9999 -99999.   ...  0   3351-99
2007-03-30 14:30 9999-99-99 99:99          288.607 -9999 -99999.   ...  0   3352-99
2007-04-03 09:20 9999-99-99 99:99          348.415 -9999 -99999.   ...  0    485-99
2007-04-03 09:20 9999-99-99 99:99          371.721 -9999 -99999.   ...  0    486-99
2007-04-05 15:20 9999-99-99 99:99          244.013 -9999 -99999.   ...  0    685-99
2007-04-05 15:20 9999-99-99 99:99          232.154 -9999 -99999.   ...  0    686-99
2007-04-10 14:15 9999-99-99 99:99 -99999999999.999 -9999 -99999.   D..  0   6465-66
2007-04-10 14:15 9999-99-99 99:99          240.678 -9999 -99999.   ...  0   6466-66
2007-04-12 08:30 9999-99-99 99:99          254.964 -9999 -99999.   ...  0   4579-99
2007-04-12 08:30 9999-99-99 99:99          249.418 -9999 -99999.   ...  0   4580-99
2007-04-16 14:30 9999-99-99 99:99          565.138 -9999 -99999.   P..  0   1581-99
2007-04-16 14:30 9999-99-99 99:99          366.998 -9999 -99999.   P..  0   1582-99
2007-04-17 13:15 9999-99-99 99:99          195.817 -9999 -99999.   ...  0    977-99
2007-04-17 13:15 9999-99-99 99:99          200.603 -9999 -99999.   ...  0    978-99
2007-04-19 12:00 9999-99-99 99:99          226.093 -9999 -99999.   ...  0    721-99
2007-04-19 12:00 9999-99-99 99:99          229.962 -9999 -99999.   ...  0    722-99
2007-04-24 15:00 9999-99-99 99:99          277.739 -9999 -99999.   ...  0   2601-99
2007-04-24 15:00 9999-99-99 99:99          282.312 -9999 -99999.   ...  0   2602-99
2007-05-01 14:30 9999-99-99 99:99          333.462 -9999 -99999.   ...  0   2949-99
2007-05-01 14:30 9999-99-99 99:99          343.338 -9999 -99999.   ...  0   2950-99
2007-05-03 15:00 9999-99-99 99:99          314.899 -9999 -99999.   P..  0   2495-99
2007-05-03 15:00 9999-99-99 99:99          939.571 -9999 -99999.   P..  0   2496-99
2007-05-08 13:00 9999-99-99 99:99 -99999999999.999 -9999 -99999.   *..  0   1171-99
2007-05-08 13:00 9999-99-99 99:99          304.200 -9999 -99999.   ...  0   1172-99
2007-05-10 13:00 9999-99-99 99:99          346.309 -9999 -99999.   ...  0   3335-99
2007-05-10 13:00 9999-99-99 99:99          351.240 -9999 -99999.   ...  0   3336-99
2007-05-15 08:40 9999-99-99 99:99          344.508 -9999 -99999.   ...  0   3323-99
2007-05-15 08:40 9999-99-99 99:99          351.376 -9999 -99999.   ...  0   3324-99
2007-05-17 07:45 9999-99-99 99:99          288.448 -9999 -99999.   ...  0   2815-99
2007-05-17 07:45 9999-99-99 99:99          314.893 -9999 -99999.   ...  0   2816-99
2007-05-22 07:45 9999-99-99 99:99          309.223 -9999 -99999.   ...  0   1361-99
2007-05-22 07:45 9999-99-99 99:99          269.067 -9999 -99999.   ...  0   1362-99
2007-05-24 08:00 9999-99-99 99:99          242.297 -9999 -99999.   ...  0   4295-99
2007-05-24 08:00 9999-99-99 99:99          219.342 -9999 -99999.   ...  0   4296-99
2007-06-05 07:45 9999-99-99 99:99          235.498 -9999 -99999.   ...  0   1231-99
2007-06-05 07:45 9999-99-99 99:99          254.526 -9999 -99999.   ...  0   1232-99
2007-06-07 11:15 9999-99-99 99:99         1303.599 -9999 -99999.   .X.  0   1351-99
2007-06-07 11:15 9999-99-99 99:99         1342.518 -9999 -99999.   .X.  0   1352-99
2007-06-19 08:20 9999-99-99 99:99          441.283 -9999 -99999.   P..  0   3137-99
2007-06-19 08:20 9999-99-99 99:99          272.375 -9999 -99999.   P..  0   3138-99
2007-06-21 11:20 9999-99-99 99:99          447.390 -9999 -99999.   ...  0   3409-99
2007-06-21 11:20 9999-99-99 99:99          426.772 -9999 -99999.   ...  0   3410-99
2007-06-26 08:40 9999-99-99 99:99          423.460 -9999 -99999.   P..  0   1183-99
2007-06-26 08:40 9999-99-99 99:99          332.713 -9999 -99999.   P..  0   1184-99
2007-06-28 08:30 9999-99-99 99:99          264.419 -9999 -99999.   ...  0   3215-99
2007-06-28 08:30 9999-99-99 99:99          248.543 -9999 -99999.   ...  0   3216-99
2007-07-03 08:10 9999-99-99 99:99          335.088 -9999 -99999.   ...  0   4087-99
2007-07-03 08:10 9999-99-99 99:99          337.877 -9999 -99999.   ...  0   4088-99
2007-07-05 07:45 9999-99-99 99:99          325.687 -9999 -99999.   ...  0   4499-99
2007-07-05 07:45 9999-99-99 99:99          311.745 -9999 -99999.   ...  0   4500-99
2007-07-17 07:45 9999-99-99 99:99          318.624 -9999 -99999.   ...  0   1753-99
2007-07-17 07:45 9999-99-99 99:99          360.202 -9999 -99999.   ...  0   1754-99
2007-07-19 08:00 9999-99-99 99:99          458.945 -9999 -99999.   ...  0    689-99
2007-07-19 08:00 9999-99-99 99:99          459.535 -9999 -99999.   ...  0    690-99
2007-08-10 10:50 9999-99-99 99:99          851.369 -9999 -99999.   .X.  0   2161-99
2007-08-10 10:50 9999-99-99 99:99          866.319 -9999 -99999.   .X.  0   2162-99
2007-08-14 08:25 9999-99-99 99:99          428.072 -9999 -99999.   ...  0   3063-99
2007-08-14 08:25 9999-99-99 99:99          437.231 -9999 -99999.   ...  0   3064-99
2007-08-16 07:45 9999-99-99 99:99         1642.078 -9999 -99999.   .X.  0   1331-99
2007-08-16 07:45 9999-99-99 99:99         1642.173 -9999 -99999.   .X.  0   1332-99
2007-08-21 09:00 9999-99-99 99:99          310.137 -9999 -99999.   ...  0   3173-99
2007-08-21 09:00 9999-99-99 99:99          314.093 -9999 -99999.   ...  0   3174-99
2007-08-23 10:40 9999-99-99 99:99          505.995 -9999 -99999.   ...  0   3803-99
2007-08-23 10:40 9999-99-99 99:99          517.354 -9999 -99999.   ...  0   3804-99
2007-08-28 07:45 9999-99-99 99:99          446.288 -9999 -99999.   ...  0   3329-99
2007-08-28 07:45 9999-99-99 99:99          463.144 -9999 -99999.   ...  0   3330-99
2007-08-31 09:00 9999-99-99 99:99          508.093 -9999 -99999.   ...  0   3101-99
2007-08-31 09:00 9999-99-99 99:99          515.328 -9999 -99999.   ...  0   3102-99
2007-09-04 07:40 9999-99-99 99:99          411.068 -9999 -99999.   ...  0    157-99
2007-09-04 07:40 9999-99-99 99:99          405.352 -9999 -99999.   ...  0    158-99
2007-09-06 08:30 9999-99-99 99:99          320.128 -9999 -99999.   ...  0   4279-99
2007-09-06 08:30 9999-99-99 99:99          314.872 -9999 -99999.   ...  0   4280-99
2007-09-25 09:40 9999-99-99 99:99          675.628 -9999 -99999.   ...  0   2393-99
2007-09-25 09:40 9999-99-99 99:99          686.005 -9999 -99999.   ...  0   2394-99
2007-09-27 07:45 9999-99-99 99:99          580.132 -9999 -99999.   ...  0    855-99
2007-09-27 07:45 9999-99-99 99:99          579.291 -9999 -99999.   ...  0    856-99
2007-10-02 13:00 9999-99-99 99:99          475.783 -9999 -99999.   ...  0   1485-99
2007-10-02 13:00 9999-99-99 99:99          490.265 -9999 -99999.   ...  0   1486-99
2007-10-04 07:40 9999-99-99 99:99          547.188 -9999 -99999.   ...  0    871-99
2007-10-04 07:40 9999-99-99 99:99          548.401 -9999 -99999.   ...  0    872-99
2007-10-09 07:45 9999-99-99 99:99          491.696 -9999 -99999.   ...  0   1127-99
2007-10-09 07:45 9999-99-99 99:99          523.015 -9999 -99999.   ...  0   1128-99
2007-10-16 10:35 9999-99-99 99:99          551.603 -9999 -99999.   ...  0   3665-99
2007-10-18 07:40 9999-99-99 99:99          408.594 -9999 -99999.   ...  0   2629-99
2007-10-18 07:40 9999-99-99 99:99          447.788 -9999 -99999.   ...  0   2630-99
2007-10-23 08:10 9999-99-99 99:99          506.124 -9999 -99999.   ...  0   2693-99
2007-10-23 08:10 9999-99-99 99:99          490.593 -9999 -99999.   ...  0   2694-99
2007-10-25 09:30 9999-99-99 99:99          491.093 -9999 -99999.   ...  0     33-99
2007-10-25 09:30 9999-99-99 99:99          452.450 -9999 -99999.   ...  0     34-99
2007-10-30 09:45 9999-99-99 99:99          464.844 -9999 -99999.   ...  0   4559-99
2007-10-30 09:45 9999-99-99 99:99          471.770 -9999 -99999.   ...  0   4560-99
2007-11-01 07:40 9999-99-99 99:99          445.572 -9999 -99999.   ...  0   3859-99
2007-11-01 07:40 9999-99-99 99:99          456.273 -9999 -99999.   ...  0   3860-99
2007-11-06 08:30 9999-99-99 99:99          439.450 -9999 -99999.   ...  0   1295-99
2007-11-06 08:30 9999-99-99 99:99          398.829 -9999 -99999.   ...  0   1296-99
2007-11-08 07:35 9999-99-99 99:99          429.883 -9999 -99999.   ...  0   4677-99
2007-11-08 07:35 9999-99-99 99:99          430.689 -9999 -99999.   ...  0   4678-99
2007-11-13 09:25 9999-99-99 99:99          394.054 -9999 -99999.   ...  0     81-99
2007-11-13 09:25 9999-99-99 99:99          333.166 -9999 -99999.   ...  0     82-99
2007-11-15 07:55 9999-99-99 99:99          413.727 -9999 -99999.   ...  0   2197-99
2007-11-15 07:55 9999-99-99 99:99          384.287 -9999 -99999.   ...  0   2198-99
2007-11-20 08:45 9999-99-99 99:99          320.036 -9999 -99999.   ...  0    393-99
2007-11-20 08:45 9999-99-99 99:99          325.060 -9999 -99999.   ...  0    394-99
2007-11-22 09:10 9999-99-99 99:99          313.858 -9999 -99999.   ...  0   1319-99
2007-11-22 09:10 9999-99-99 99:99          308.966 -9999 -99999.   ...  0   1320-99
2007-11-27 08:00 9999-99-99 99:99          333.852 -9999 -99999.   ..C  0    319-99
2007-11-27 08:00 9999-99-99 99:99          350.981 -9999 -99999.   ..C  0    320-99
2007-11-29 08:00 9999-99-99 99:99          424.384 -9999 -99999.   P.C  0   3119-99
2007-11-29 08:00 9999-99-99 99:99          340.154 -9999 -99999.   P.C  0   3120-99
2007-12-04 08:00 9999-99-99 99:99          263.922 -9999 -99999.   ...  0   1713-99
2007-12-04 08:00 9999-99-99 99:99          238.578 -9999 -99999.   ...  0   1714-99
2007-12-06 11:00 9999-99-99 99:99          307.732 -9999 -99999.   ...  0   1067-99
2007-12-06 11:00 9999-99-99 99:99          257.126 -9999 -99999.   ...  0   1068-99
2007-12-11 07:50 9999-99-99 99:99          341.813 -9999 -99999.   ...  0    935-99
2007-12-11 07:50 9999-99-99 99:99          339.135 -9999 -99999.   ...  0    936-99
2007-12-13 09:30 9999-99-99 99:99          273.033 -9999 -99999.   ...  0   3139-99
2007-12-13 09:30 9999-99-99 99:99          257.074 -9999 -99999.   ...  0   3140-99
2007-12-18 07:50 9999-99-99 99:99          269.111 -9999 -99999.   ...  0    159-99
2007-12-18 07:50 9999-99-99 99:99          268.187 -9999 -99999.   ...  0    160-99
2007-12-20 07:55 9999-99-99 99:99          398.981 -9999 -99999.   ...  0   2949-99
2007-12-20 07:55 9999-99-99 99:99          357.476 -9999 -99999.   ...  0   2950-99
2008-01-08 08:00 9999-99-99 99:99          236.951 -9999 -99999.   ...  0   4581-99
2008-01-08 08:00 9999-99-99 99:99          238.283 -9999 -99999.   ...  0   4582-99
2008-01-10 07:45 9999-99-99 99:99          233.185 -9999 -99999.   ...  0   4683-99
2008-01-10 07:45 9999-99-99 99:99          214.040 -9999 -99999.   ...  0   4684-99
2008-01-15 09:00 9999-99-99 99:99          257.405 -9999 -99999.   ...  0    793-99
2008-01-15 09:00 9999-99-99 99:99          249.917 -9999 -99999.   ...  0    794-99
2008-01-17 08:50 9999-99-99 99:99          246.469 -9999 -99999.   ...  0    595-99
2008-01-17 08:50 9999-99-99 99:99          290.201 -9999 -99999.   ...  0    596-99
2008-01-22 07:45 9999-99-99 99:99          278.995 -9999 -99999.   ...  0   1737-99
2008-01-22 07:45 9999-99-99 99:99          307.874 -9999 -99999.   ...  0   1738-99
2008-01-29 07:45 9999-99-99 99:99          248.081 -9999 -99999.   ...  0   4991-99
